Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Australia,AUS,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6929727,24.44763753,20.83633914,18.34214868,20.33184801,21.87793934,20.63664872,20.9000876,21.81416583,21.62820071,20.63059735,21.19590796,20.7475782,21.77997995,21.08294055,21.52108395,20.980012,21.65708048,21.36062346,21.89333971,23.996968,21.78420058,23.2399699,24.28835275,23.89355987,23.57955585,22.65198716,20.70524488,21.796346,21.70458901,22.34172669,23.69555032,25.77128493,25.41169608,24.81177276
Austria,AUT,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.05662848,26.7359484,28.18983077,28.7013518,24.83952731,25.82489473,26.09453033,25.77511764,25.48416116,25.98613123,25.65331339,27.11891832,26.34263296,26.76976829,27.83472653,29.21458049,29.31417628,27.56549755,27.05366709
Azerbaijan,AZE,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.281073793,2.104283941,13.82088385,6.618840981,14.47291912,20.0314553,23.66310648,22.71172854,26.03147235,27.54255759,39.70422683,45.08448393,45.36463669,49.94312191,40.36763552,44.73031565,46.79376664,44.2703392,42.75954442,40.74665304,28.12190501,22.60014842,29.02570834,32.14957553,28.57354797,23.56898183,32.53152006,42.05198776,29.81595953
Burundi,BDI,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,10.26366145,8.634556173,14.19536626,8.564358927,14.39249175,8.70394136,11.68151404,5.143710486,12.11157647,5.417275125,6.017278401,3.737557297,6.040746122,0.665303319,2.418028682,1.32796785,1.489883647,4.200173483,6.755630908,6.587317715,15.34942446,8.007473853,7.337433566,-1.504730952,9.854534026,3.213134338,1.951730318,10.8824793,3.932523024,-0.50076352,12.12644067,7.257584592,7.378705279,5.517801067,9.661647325,10.64926035,12.5667161,9.97861939,11.00704759
Belgium,BEL,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.37176775,26.22422856,27.19434758,27.31682217,27.84800097,28.77958487,27.42734119,25.00273586,25.35129213,23.50064483,24.73158925,24.23411184,24.57712336,25.00867822,24.81696636,25.15490744,24.49856226,25.1048784,25.59774212,26.99131072,26.01839817,25.20699658
Benin,BEN,Gross savings (% of GDP),,,,,,,,,,,,,,,11.10189064,10.14933463,11.21581482,13.61510053,10.50405423,12.64138757,4.172430599,-3.251559235,13.22154631,8.192516433,7.516613329,2.634223486,4.137374051,4.357862683,0.770432596,4.514204625,9.688373738,10.75654139,9.575206416,9.685313337,14.50610147,15.89711154,15.24389133,16.18785118,15.79857524,12.45653047,12.68387917,13.27892181,13.61328875,11.366391,13.25686578,12.19092972,12.46486564,14.04519041,12.64174075,11.45438675,11.38726242,12.125649,13.53316774,16.28315595,18.60217876,13.86203005,17.40228943,17.39915461,19.63660537,21.71952965,21.31082492,23.40327282,28.9615668,
Burkina Faso,BFA,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.853700031,6.313850631,10.16890261,9.604478155,11.49202764,15.8387096,17.4955996,18.06330139,14.39043325,13.38918106,11.85934407,13.45074892,14.78649846,17.10798054,16.84415958,20.55645546,17.06263363,15.03317697,
Bangladesh,BGD,Gross savings (% of GDP),,,,,,,,,,,,,,,,,-0.840906616,10.03992261,5.704443543,7.076281516,8.332931314,21.14318205,23.52848225,23.09953972,16.29489054,21.52029364,22.77606457,22.62537719,22.19589584,22.34616801,23.02441186,22.56040592,21.99400383,20.90120214,22.41716006,22.14615449,23.13879408,24.3974787,25.83405473,26.65995682,27.79745769,28.42229043,30.74917643,30.1645967,31.57740067,32.35940724,35.34119099,36.31746258,37.38187779,38.97639389,38.78177386,38.05948974,40.59957949,39.74538772,37.77923222,36.73095603,37.28029922,35.28520314,35.45903952,36.35360241,37.18886621,36.05117425,33.94946441,34.90435988
Bulgaria,BGR,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,29.67663138,36.06154289,34.92468893,33.76231779,35.32927703,31.84968385,32.12167163,30.33316635,32.67718692,28.8254942,14.65501668,17.3373913,12.82333665,6.215529809,8.509748858,25.56501802,9.956693827,21.35471948,25.19022994,16.11258031,13.4837989,15.72154072,17.98515341,16.80983174,16.97701534,16.75685344,14.94467914,9.630733365,14.78448817,19.62719634,21.17975389,22.42396598,22.27325948,23.88920999,23.38463238,22.20772899,23.88358072,25.15222245,23.70387103,24.27218189,20.45734961,20.10805024,21.94073318,20.11737728
Bahrain,BHR,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,44.91792423,47.92227161,44.10147935,43.065134,37.23269271,30.16729285,20.05362735,21.88658516,27.33594305,20.94680364,31.81860167,13.66038124,10.58467062,10.12914008,14.56949724,16.39268939,16.36490163,14.92062954,7.78405474,6.469048443,25.73325113,18.23996125,22.82781745,25.54748531,24.10547562,35.96634878,42.20862228,48.08899844,43.72616375,28.58593099,30.27512906,26.8797597,36.53013387,33.34579856,31.40689418,23.54230765,24.93441805,28.89658533,28.82445868,30.58232677,25.72174928,32.17136931,,
"Bahamas, The",BHS,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,15.8345021,9.634790966,9.615729986,15.76424773,13.18611987,19.73008934,21.45660203,13.71319387,17.01641819,16.95854398,17.49078546,,19.80764206,19.03411244,14.518379,19.38887102,17.06241915,16.41485118,31.78619131,39.57787753,28.81958701,27.55245697,33.83285089,32.68491061,28.74391518,32.12153958,31.20227641,32.70077491,29.83435758,26.5970641,27.79379828,26.58745439,25.34632477,23.44835852,20.56865383,20.83895341,20.3691587,19.86065063,19.7911376,21.95498158,15.79689862,14.56188075,20.84932193,9.458503422,9.245535247,16.08688478,
Bosnia and Herzegovina,BIH,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.61173948,8.880810057,6.492283395,3.679119003,12.90195296,7.843475247,10.84463734,13.28057584,11.45020361,9.479685023,8.649027413,7.990085289,6.644585462,8.657921383,9.552766931,11.74786426,13.48257534,15.5979,18.22392609,20.14239542,17.85749035,22.04079934,23.27825983,18.15246839
Belarus,BLR,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6986802,20.1091047,20.86310882,20.17050756,23.02845024,22.86669695,22.80227186,24.41214461,21.71755992,20.63571842,22.87737405,26.89887092,27.95562143,29.55825726,29.13438649,30.50207497,26.04015024,26.85527846,32.72210562,31.23650362,28.43710947,27.4692016,28.90847195,26.40345526,28.0169008,29.15815621,27.82262022,27.46986029,29.66284547,26.56289556,25.12331494
Belize,BLZ,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,46.76245346,44.07169204,48.84381131,50.50469652,47.74271218,47.72684571,62.32006765,60.48023304,35.39001186,36.35688735,31.96273814,32.27815944,29.91120653,23.70684768,21.60968717,22.81468994,27.04739106,20.69328765,19.06959634,16.87779964,18.14736869,21.10968059,26.65318826,25.89923404,24.51403655,25.8047304,23.18992418,25.44090404,23.71223842,21.52979257,21.76890705,23.97742719,24.58468796,22.11724108,19.50105357,20.04965514,27.42079013,26.07145548,23.13502029,27.61142959
Bermuda,BMU,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.49410768,36.95064272,39.40631633,40.04899793,39.63328329,39.94720496,39.31975329,40.48283833,40.34162425,38.44677842,39.27455749,42.06132602,,
Bolivia,BOL,Gross savings (% of GDP),,,,,,,,,,,,,,,,,16.33103152,14.67200725,14.86910056,14.62196246,14.18527394,10.52998968,8.623820203,12.75106951,12.15790094,10.16117109,3.770619415,4.770287395,6.792827161,8.613772466,9.54598823,8.884363691,8.480554717,7.798747524,10.19956584,11.16878664,12.06921196,12.58213849,12.82216146,10.65747072,11.01508839,11.25623261,12.29706715,14.48571969,17.04664635,19.88248341,26.58224479,28.63609751,28.98328097,22.89988725,24.8491395,26.31741757,25.69405643,23.89093966,20.78947779,14.21692538,15.42005142,16.05702893,16.12778626,14.19492888,12.48199146,13.84929321,13.91607718,13.48458453
Brazil,BRA,Gross savings (% of GDP),,,,,,,,,,,,,,,,20.58915045,19.13817534,19.7281424,19.48444321,18.33085009,17.6289205,18.96771523,15.88259896,14.21729014,17.40266407,20.11344989,17.87032444,22.63657982,25.62412692,35.80697093,18.95585403,18.73297946,20.19838358,20.25436122,19.11504036,14.43936271,14.04132102,13.71115857,13.89045294,12.73690145,13.99170313,13.59459738,15.40587227,16.41794181,18.85501886,18.11409553,18.40981632,19.34636032,19.22684666,16.38036503,17.80239936,18.60126643,17.67810853,18.15169083,16.13440499,14.52934718,13.42175301,13.57776969,12.70741995,12.25079583,14.79332918,17.15647976,15.82679788,15.58974482
Barbados,BRB,Gross savings (% of GDP),,,,,,,,,,,,,,,,28.48010869,27.97053269,33.53773617,34.56782579,35.0031957,35.07671891,34.44448384,35.0174424,34.59367079,33.66325283,35.65545042,28.53366731,26.67537021,31.44642437,31.41156441,15.28487371,13.74598385,14.51314627,13.20867329,15.14479509,9.073412725,10.60444272,9.784454214,12.42601256,11.26994913,10.65194681,8.493278687,9.521740625,11.84679903,8.124926456,3.832296414,8.084107937,13.46114807,8.051155129,7.137611634,6.50627058,1.947790906,4.260048759,5.018293231,4.366251865,4.898158662,2.650009057,4.958327297,,,,,,
Brunei Darussalam,BRN,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.50730064,45.70217359,47.13400562,46.89039727,55.18985192,58.5940859,54.21165909,62.62907875,48.69272286,60.15033514,63.783176,62.90468636,60.27908261,59.7121094,57.1183128,56.41234531,55.33647891,53.2040345,53.55339105,50.90863539,49.73553569,50.38257565,45.96239131
Bhutan,BTN,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.01264516,42.1119554,35.43988805,35.29072682,37.81950712,43.29687985,51.56478325,44.69255301,35.68032004,27.48269261,32.98423413,32.90573714,31.90639752,30.79019384,24.44243741,23.96451161,21.26580651,
Botswana,BWA,Gross savings (% of GDP),,,,,,,,,,,,,,,,20.25509174,21.66924266,22.23537432,22.7835157,29.80395244,27.43314536,28.84807864,27.39581864,28.90694923,25.35303005,32.42886495,36.24708594,38.70283461,49.81905959,47.47929985,41.64781968,44.99639367,41.39850707,43.73922912,29.32231796,29.00824897,36.9132285,37.49151689,40.52701838,39.691031,39.44143735,43.39317717,31.4345614,35.67831753,34.27037293,40.4367157,41.34629674,44.51610407,37.08852845,27.42400043,32.0369221,38.61497238,36.87433628,29.92246645,36.44266373,31.3073044,30.12627879,30.79621542,26.82945432,25.97128112,24.13231419,30.8979417,33.63860379,34.48093249
Central African Republic,CAF,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,7.829275752,6.922911561,7.518815991,1.605727166,8.13782706,0.970862077,7.382907531,7.063254382,11.47033026,8.630921643,8.334571166,10.56779283,11.95671597,10.87964052,9.541179724,9.840439183,12.52460798,15.0921291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Gross savings (% of GDP),,20.41426676,21.65676046,21.8337431,23.02582583,24.04615353,24.49686094,22.64392361,22.05526057,22.02901645,21.21200183,21.28712369,21.31871934,23.39599958,24.28776643,21.24043106,21.88376312,20.59888891,20.29922159,22.05140429,22.1704765,22.49208796,19.90001973,20.05243336,20.91206703,20.53419195,18.96702054,20.16679235,20.96099338,20.13847562,17.75989076,15.14220788,14.05691765,14.88382795,16.98299018,18.94959481,19.46156758,20.19673402,19.77421428,21.09588678,23.77462807,22.63548905,21.7247372,21.94377715,23.66050407,24.45175414,24.61727708,24.40431956,24.24740931,18.52001347,19.3125301,20.85710941,20.91795123,21.5972984,22.14849389,19.56936363,19.14645457,19.84528099,19.58293123,20.26163399,19.461889,23.29077824,24.07478459,21.84062202
Central Europe and the Baltics,CEB,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.64670217,20.6199336,20.85658407,21.12815034,19.66749643,20.00637221,19.91515559,19.19834129,18.39135634,17.81161302,18.88878487,19.48631307,20.22813509,20.51748013,19.52902205,19.34932984,20.20802693,20.09920778,21.23611844,21.89569052,22.7751942,22.06521094,22.12161143,22.2493293,22.57910576,22.69349734,22.31144568,21.45931085,21.75852362
Switzerland,CHE,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,34.35448654,34.75012955,34.37308604,34.57301508,35.60320671,34.35673517,33.7433316,35.83788366,36.17451464,35.36758948,34.83295255,36.57550689,36.53133905,36.13419964,34.16269269,32.17444344,32.60975094,32.48042386,32.79706425,32.10385688,33.39080769,34.23724433,34.34713133,37.55525893,34.42705412,32.57728348,36.39187068,36.61781485,38.69129776,40.59324182,35.76243845,28.75065901,34.59957069,39.35441243,35.27082697,36.23098038,35.56364461,33.42075241,34.8318008,33.65321279,31.82193418,31.38751684,31.09476335,30.37698981,35.25019865,34.7818495,32.24518469
Channel Islands,CHI,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Gross savings (% of GDP),,,,,,,,,,,,,,,,7.559601125,14.42223742,10.69569848,12.01680531,12.34317078,14.04729538,7.887229123,2.023028811,5.888598422,7.032859098,9.242213324,12.13448856,17.86218909,22.82516443,23.87210956,23.66513089,22.66700156,21.8172247,21.24692928,21.5197559,24.23508736,25.3183264,25.07635977,23.39498112,22.48331626,22.50172429,22.95400688,23.12168971,23.53782859,24.42773319,25.13020975,27.64988104,27.43423101,24.14920779,24.27693725,25.62769375,21.68612149,23.46866209,22.66631815,21.67947948,22.73386142,21.08780703,19.84212511,19.60370906,19.67640063,19.08554868,16.62544657,16.83700444,19.33819899
China,CHN,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,33.80304664,33.15002005,34.89631468,35.27910191,35.25017972,37.2337647,37.97919298,35.87659099,36.69418976,38.50116974,40.60555263,41.70723462,41.69672689,39.53009973,38.75912419,39.74224218,38.34708494,36.55791218,35.73955353,37.26929737,38.88322089,42.41350434,45.67236734,45.95478431,48.26050542,50.27522622,51.78758738,50.37304208,51.32671358,49.23332825,48.66536341,47.37839154,47.61581841,45.41758943,44.38066144,44.9050475,44.48574799,43.77302796,43.92641665,45.47068464,46.0503105,
Cote d'Ivoire,CIV,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.75292344,-18.2668801,-19.90297447,-13.9842172,-12.23455871,-11.36763315,-12.44902869,-9.90077029,-8.314578663,22.78909982,22.43247102,22.43146757,19.2374427,17.86864201,18.90938405,17.74787182,19.05099755,18.18976124,
Cameroon,CMR,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,4.10184384,18.2519466,15.57102318,5.228034771,9.510942033,23.34697993,21.3557874,24.76338332,23.33284435,23.87331825,18.94135744,19.71795363,17.78584801,16.18676865,15.41913885,11.06610648,16.08226978,18.03808464,19.68505112,16.40313793,17.55822115,17.33548684,16.54237921,14.38148472,12.15782486,11.91175614,14.19098559,16.91747745,16.87037517,19.32032196,18.88596301,17.51653491,16.14105029,15.29820401,15.5227665,15.11635543,15.33380841,15.22438584,14.31569393,16.45689413,16.28938372,15.70784986,14.39992115,13.34861877,13.94515311,14.18476293,
"Congo, Dem. Rep.",COD,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.362421753,11.8250329,13.0705812,3.453186646,8.543636163,19.94035795,19.16813834,8.1580008,12.53924975,15.39313469,12.30906285,10.85437233,21.6499453,15.84159521,14.48770795,22.441779,26.45907905,,
"Congo, Rep.",COG,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,8.129910081,17.91013447,26.12098435,25.04728798,39.25060045,36.13413773,40.48752461,24.87331121,18.34994921,24.99591799,5.351777056,14.59950074,31.77735958,17.57838975,32.33210207,21.21146426,28.8079533,-2.301749668,-0.209248289,9.274813012,6.024347448,17.68209574,36.17262974,22.02523532,23.5482737,30.74157345,17.04504335,32.69808848,42.00490423,33.3484708,43.49245367,40.19205721,54.04430634,50.08982623,57.50172585,57.85017645,56.63817462,39.5434873,24.86954741,,,37.57940265,36.29299152,38.85055027,,
Colombia,COL,Gross savings (% of GDP),,,,,,,,,16.89458099,15.95031317,17.04502207,13.55889371,16.70522468,18.81620747,19.27650708,16.70735599,18.7228326,21.02405782,19.96043295,19.24506304,19.44924874,16.39144254,14.15859889,14.39888438,15.05013963,16.84428805,22.08904671,21.31223286,22.42755668,20.61599795,20.88099902,22.9369714,19.08533876,17.90265318,19.10141518,18.50708754,15.10932615,13.49826605,12.87348161,13.5396342,13.57496867,12.83463539,13.92546062,15.39649531,16.8283644,18.4240691,19.01077229,18.63864987,19.56820861,18.66999664,18.45591353,19.34555643,18.37132843,18.18979935,18.15609511,17.36986727,17.47785728,17.10212763,16.36558246,16.17890591,14.43746022,13.05987337,13.54106065,10.79991382
Comoros,COM,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,5.612753528,12.45054373,9.432133262,9.062354426,15.02726928,15.29314084,10.02558421,11.4210651,11.64934735,13.13023601,10.20689066,9.489899108,10.65864901,12.35203294,13.80934467,9.637520357,,,,,,,,4.425297772,6.840510104,8.559628634,10.45837488,12.7926145,11.80705058,13.87334643,13.84310945,10.80097311,12.03099703,,9.819688788,13.47664038,8.212049945,11.37715079,12.20801707,10.35397928,9.941945187,14.74876073,15.44507341,
Cabo Verde,CPV,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.91022608,37.32185296,33.33793353,34.61186307,34.07204452,29.06873328,29.20589665,26.60912701,28.52108584,28.05334347,25.59090523,25.55283655,24.76160468,17.54811386,17.57376682,21.95563766,20.80083589
Costa Rica,CRI,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,16.72411513,12.86644178,11.63624504,12.06093104,14.32390299,13.48722163,15.02751158,18.71158581,22.51601649,23.29469234,21.41881378,20.91545387,18.69660588,19.35723104,13.18419203,14.61867289,13.09704319,15.2448749,15.89226673,14.1387856,15.72937424,17.4392312,15.74539898,15.76547352,16.56779768,14.34638739,13.41376807,14.87546315,14.18020607,16.45456972,17.15026818,15.25928529,15.82423989,15.86128455,13.85058989,13.89066606,13.88896054,13.55938881,14.6847542,15.93218142,14.25156332,14.4377173,13.91062611,14.85417703,14.41100745,13.14630414,12.63318573
Caribbean small states,CSS,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98502555,30.38075734,27.69605361,27.21866608,25.60414587,,,,,,,,,,,,,
Cuba,CUB,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.232530137,6.350053159,7.326728676,9.330842131,12.22517882,12.27320684,8.162537812,10.59313041,,,,,
Cayman Islands,CYM,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Gross savings (% of GDP),,,,,,,,,,,,,,,,,16.62787496,19.35907796,18.30397106,23.41421541,22.47480219,22.52037804,21.99851845,19.98391697,23.41769902,23.21727387,26.90602092,25.76364696,24.59943735,26.33699096,23.09605607,17.15716658,18.55622738,24.77692755,25.95735121,21.18505397,19.38127558,17.59907492,25.02442158,17.82769907,16.19967719,15.84576568,17.49526125,18.11422145,17.29051255,17.21594017,17.15452439,13.16197067,14.19256218,16.18706044,13.31559116,16.67444882,12.41318207,11.38641736,9.514450326,13.31326823,13.44025018,15.63539055,15.35795052,14.25756114,11.00793137,13.36340151,13.40265341,9.744900271
Czechia,CZE,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.46911257,29.9482488,31.27619455,30.35520048,27.92271268,29.92665668,28.39388703,28.74024548,28.698228,26.80384304,25.36209393,25.91548467,26.78176141,26.3663607,27.82950063,27.10744693,23.28320597,22.65664329,22.46063745,24.02350515,24.11068079,25.31045338,27.09377506,26.3493691,27.27576794,26.94749775,26.95330567,27.42451696,28.60723331,28.11301173,28.92630389
Germany,DEU,Gross savings (% of GDP),,,,,,,,,,,,26.14331578,24.97912064,24.70176697,23.54198477,20.020196,20.53816915,20.24688165,21.14466935,20.59694139,19.37505995,18.00557293,18.31691178,18.88364111,19.50102585,20.29797377,21.80801886,20.97377995,22.14742119,23.15342734,24.40255624,23.71694179,23.50981697,22.51315684,22.74805721,23.03807291,22.52154103,22.78568067,23.22600137,22.56341601,22.66891792,22.54064769,22.63958965,21.79639543,24.32094727,24.13096015,26.33842188,28.2674381,27.14870002,24.39683877,25.77636851,27.82258688,26.80026361,26.58238547,27.57490436,28.31064498,28.60399495,28.83901792,29.87843174,30.08728192,29.0704182,30.87046532,29.18450635,30.17088367
Djibouti,DJI,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.88450302,27.38400798,29.76112767,25.38536639,21.09444369,21.67051604,20.53461521,12.46565637,9.041218666,18.54440031,
Dominica,DMA,Gross savings (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.807277249,0.308552298,-5.32136495,-1.368221297,4.358786491,4.591005141,0.042947407,5.955474144,8.363672895,5.322758185,5.505481688,7.311483152,-11.15549772,,,,,
Denmark,DNK,Gross savings (% of GDP),,,,,,,,,,,,,,,,21.21543673,21.0601725,21.76286016,22.17316285,20.59368547,18.10845598,15.24984563,15.25958739,16.92584697,18.60610355,18.78998472,20.04042665,21.06518649,21.2070897,21.4625716,22.65146491,21.64724803,22.1473256,22.01487841,21.67027049,22.83970402,22.93432666,23.84100323,23.47005794,24.297128,24.94958185,25.92989417,25.25839456,25.20028693,25.80866871,26.40806444,27.64618503,26.74065401,26.88832744,22.56653567,24.62749403,25.71520566,25.741771,27.45207095,29.00361173,28.86672641,29.46066271,30.06794544,29.8826745,30.35278254,30.63917233,33.10798437,37.20750708,33.91558006
